"","Year","County","Per Capita Cost"
"1612",2013,"Goliad",9612.41
"1613",2013,"Gonzales",9955.81
"1614",2013,"Gray",9783.45
"1615",2013,"Grayson",11080.3
"1616",2013,"Gregg",10365.23
"1617",2013,"Grimes",10233.08
"1618",2013,"Guadalupe",9279.15
"1619",2013,"Hale",10311.94
"1620",2013,"Hall",9155.16
"1621",2013,"Hamilton",9583.15
"1622",2013,"Hansford",9776.34
"1623",2013,"Hardeman",12111.17
"1624",2013,"Hardin",10854.24
"1625",2013,"Harris",12665.37
"1626",2013,"Harrison",10106.89
"1627",2013,"Hartley",10297.82
"1628",2013,"Haskell",9594.98
"1629",2013,"Hays",9602.85
"1630",2013,"Hemphill",7027.29
"1631",2013,"Henderson",10380.83
"1632",2013,"Hidalgo",12409.01
"1633",2013,"Hill",8581.75
"1634",2013,"Hockley",9604.23
"1635",2013,"Hood",9348.59
"1636",2013,"Hopkins",10416.85
"1637",2013,"Houston",9603.88
"1638",2013,"Howard",9058.3
"1639",2013,"Hudspeth",8423.94
"1640",2013,"Hunt",11153.68
"1641",2013,"Hutchinson",10482.83
"1642",2013,"Irion",8338.62
"1643",2013,"Jack",9576.01
"1644",2013,"Jackson",10448.54
"1645",2013,"Jasper",10503.8
"1646",2013,"Jeff Davis",7838.58
"1647",2013,"Jefferson",11313.04
"1648",2013,"Jim Hogg",15555.73
"1649",2013,"Jim Wells",14350.29
"1650",2013,"Johnson",11278.2
"1651",2013,"Jones",9281.8
"1652",2013,"Karnes",10228.3
"1653",2013,"Kaufman",10629.38
"1654",2013,"Kendall",8389.43
"1655",2013,"Kenedy",18412.66
"1656",2013,"Kent",10222.39
"1657",2013,"Kerr",7992.79
"1658",2013,"Kimble",8698.53
"1659",2013,"King",6766.91
"1660",2013,"Kinney",7684.16
"1661",2013,"Kleberg",11447.73
"1662",2013,"Knox",9687.88
"1663",2013,"La Salle",10232.3
"1664",2013,"Lamar",9887.42
"1665",2013,"Lamb",10010.15
"1666",2013,"Lampasas",9921.35
"1667",2013,"Lavaca",10645.72
"1668",2013,"Lee",9597.13
"1669",2013,"Leon",9276.96
"1670",2013,"Liberty",12811.08
"1671",2013,"Limestone",10121.23
"1672",2013,"Lipscomb",8456.98
"1673",2013,"Live Oak",11094.82
"1674",2013,"Llano",8487.62
"1675",2013,"Loving",6070
"1676",2013,"Lubbock",10777.75
"1677",2013,"Lynn",11766.42
"1678",2013,"Madison",11324.22
"1679",2013,"Marion",10959.2
"1680",2013,"Martin",10596.39
"1681",2013,"Mason",8022.69
"1682",2013,"Matagorda",11852.5
"1683",2013,"Maverick",11847.39
"1684",2013,"McCulloch",9571.6
"1685",2013,"McLennan",8589.74
"1686",2013,"McMullen",8722.71
"1687",2013,"Medina",9598.09
"1688",2013,"Menard",8660.62
"1689",2013,"Midland",9261.22
"1690",2013,"Milam",10435.14
"1691",2013,"Mills",8211.79
"1692",2013,"Mitchell",10300.05
"1693",2013,"Montague",9831.47
"1694",2013,"Montgomery",11321.46
"1695",2013,"Moore",8819.03
"1696",2013,"Morris",10397.6
"1697",2013,"Motley",9650.11
"1698",2013,"Nacogdoches",10115.67
"1699",2013,"Navarro",9577.21
"1700",2013,"Newton",10777.75
"1701",2013,"Nolan",9509.1
"1702",2013,"Nueces",10628.24
"1703",2013,"Ochiltree",8598.71
"1704",2013,"Oldham",6626.63
"1705",2013,"Orange",10629.96
"1706",2013,"Palo Pinto",10107.29
"1707",2013,"Panola",10306.8
"1708",2013,"Parker",10480.11
"1709",2013,"Parmer",9097.53
"1710",2013,"Pecos",11614.69
"1711",2013,"Polk",8884.95
"1712",2013,"Potter",9941.83
"1713",2013,"Presidio",6069.92
"1714",2013,"Rains",9905.46
"1715",2013,"Randall",8994.77
"1716",2013,"Reagan",16243.17
"1717",2013,"Real",8707.01
"1718",2013,"Red River",10378.96
"1719",2013,"Reeves",10052.83
"1720",2013,"Refugio",11291.11
"1721",2013,"Roberts",9194.49
"1722",2013,"Robertson",10891.35
"1723",2013,"Rockwall",10121.95
"1724",2013,"Runnels",9799.34
"1725",2013,"Rusk",10475.5
"1726",2013,"Sabine",9981.22
"1727",2013,"San Augustine",10397.55
"1728",2013,"San Jacinto",12256.26
"1729",2013,"San Patricio",10527.93
"1730",2013,"San Saba",8424.86
"1731",2013,"Schleicher",11541.69
"1732",2013,"Scurry",9412.83
"1733",2013,"Shackelford",8915.48
"1734",2013,"Shelby",10265.81
"1735",2013,"Sherman",9386
"1736",2013,"Smith",10552.38
"1737",2013,"Somervell",10730.41
"1738",2013,"Starr",12470.66
"1739",2013,"Stephens",9667.26
"1740",2013,"Sterling",9443.57
"1741",2013,"Stonewall",13657.94
"1742",2013,"Sutton",9311.45
"1743",2013,"Swisher",10081.92
"1744",2013,"Tarrant",11501.17
"1745",2013,"Taylor",9293.17
"1746",2013,"Terrell",9309.02
"1747",2013,"Terry",12090.36
"1748",2013,"Throckmorton",12687.45
"1749",2013,"Titus",10700.98
"1750",2013,"Tom Green",8511.31
"1751",2013,"Travis",9933.67
"1752",2013,"Trinity",11289.16
"1753",2013,"Tyler",10288.79
"1754",2013,"Upshur",10010.71
"1755",2013,"Upton",14082.03
"1756",2013,"Uvalde",10623.44
"1757",2013,"Val Verde",8671.62
"1758",2013,"Van Zandt",9597.49
"1759",2013,"Victoria",9695.11
"1760",2013,"Walker",11681.08
"1761",2013,"Waller",11425.94
"1762",2013,"Ward",8821.83
"1763",2013,"Washington",8535.73
"1764",2013,"Webb",11175.28
"1765",2013,"Wharton",11515.15
"1766",2013,"Wheeler",12674.92
"1767",2013,"Wichita",10574.34
"1768",2013,"Wilbarger",10485.75
"1769",2013,"Willacy",13347.27
"1770",2013,"Williamson",8998.1
"1771",2013,"Wilson",8956.48
"1772",2013,"Winkler",9948.94
"1773",2013,"Wise",10462
"1774",2013,"Wood",9708.89
"1775",2013,"Yoakum",11008.07
"1776",2013,"Young",11163.55
"1777",2013,"Zapata",10493.01
"1778",2013,"Zavala",13063.5
"1779",2014,"Anderson",10726.04
"1780",2014,"Andrews",7976.69
"1781",2014,"Angelina",9991.08
"1782",2014,"Aransas",8586.31
"1783",2014,"Archer",10335.49
"1784",2014,"Armstrong",8342.1
"1785",2014,"Atascosa",10152.84
"1786",2014,"Austin",8654.54
"1787",2014,"Bailey",9607.69
"1788",2014,"Bandera",7953.53
"1789",2014,"Bastrop",9793.12
"1790",2014,"Baylor",11683.4
"1791",2014,"Bee",12526.05
"1792",2014,"Bell",9597.92
"1793",2014,"Bexar",10161
"1794",2014,"Blanco",7455.07
"1795",2014,"Borden",9307.92
"1796",2014,"Bosque",8589.31
"1797",2014,"Bowie",9520.25
"1798",2014,"Brazoria",11469.95
"1799",2014,"Brazos",9593.01
"1800",2014,"Brewster",6174.01
"1801",2014,"Briscoe",9234.64
"1802",2014,"Brooks",13290.82
"1803",2014,"Brown",9191
"1804",2014,"Burleson",9916.88
"1805",2014,"Burnet",9182.71
"1806",2014,"Caldwell",11353.3
"1807",2014,"Calhoun",11012.96
"1808",2014,"Callahan",9330.28
"1809",2014,"Cameron",11644.22
"1810",2014,"Camp",11271.91
"1811",2014,"Carson",10153.62
"1812",2014,"Cass",10299.77
"1813",2014,"Castro",11604.16
"1814",2014,"Chambers",11371.14
"1815",2014,"Cherokee",10796.59
"1816",2014,"Childress",9968.74
"1817",2014,"Clay",10634.55
"1818",2014,"Cochran",11911.84
"1819",2014,"Coke",7993.65
"1820",2014,"Coleman",9170.95
"1821",2014,"Collin",10307.75
"1822",2014,"Collingsworth",15363.43
"1823",2014,"Colorado",10798.88
"1824",2014,"Comal",8648.72
"1825",2014,"Comanche",8567.07
"1826",2014,"Concho",10477.72
"1827",2014,"Cooke",10573.13
"1828",2014,"Coryell",9103.28
"1829",2014,"Cottle",8741.7
"1830",2014,"Crane",12629.96
"1831",2014,"Crockett",7922.15
"1832",2014,"Crosby",11918.1
"1833",2014,"Culberson",13029.99
"1834",2014,"Dallam",11031.23
"1835",2014,"Dallas",12168.36
"1836",2014,"Dawson",9865.72
"1837",2014,"DeWitt",10510.67
"1838",2014,"Deaf Smith",9764.1
"1839",2014,"Delta",10871.79
"1840",2014,"Denton",10629.41
"1841",2014,"Dickens",9022.72
"1842",2014,"Dimmit",11693.74
"1843",2014,"Donley",9553.64
"1844",2014,"Duval",14475.94
"1845",2014,"Eastland",10453.86
"1846",2014,"Ector",9574.87
"1847",2014,"Edwards",8600.27
"1848",2014,"El Paso",10123.55
"1849",2014,"Ellis",10689.62
"1850",2014,"Erath",8802.24
"1851",2014,"Falls",10105.06
"1852",2014,"Fannin",11561.17
"1853",2014,"Fayette",8945.53
"1854",2014,"Fisher",10150.2
"1855",2014,"Floyd",10555.24
"1856",2014,"Foard",11217.46
"1857",2014,"Fort Bend",10896.35
"1858",2014,"Franklin",10289.23
"1859",2014,"Freestone",9629.92
"1860",2014,"Frio",11501.28
"1861",2014,"Gaines",9902.55
"1862",2014,"Galveston",13041.86
"1863",2014,"Garza",10998.23
"1864",2014,"Gillespie",7178.32
"1865",2014,"Glasscock",10026.58
"1866",2014,"Goliad",11460.66
"1867",2014,"Gonzales",9622.73
"1868",2014,"Gray",10326.38
"1869",2014,"Grayson",11541.47
"1870",2014,"Gregg",10591.29
"1871",2014,"Grimes",10770.19
"1872",2014,"Guadalupe",9207.66
"1873",2014,"Hale",10019.84
"1874",2014,"Hall",10945.45
"1875",2014,"Hamilton",8834.42
"1876",2014,"Hansford",10980.29
"1877",2014,"Hardeman",11037.74
"1878",2014,"Hardin",10556.62
"1879",2014,"Harris",12892.63
"1880",2014,"Harrison",10261.11
"1881",2014,"Hartley",9556.85
"1882",2014,"Haskell",10090.82
"1883",2014,"Hays",9429.91
"1884",2014,"Hemphill",7617.5
"1885",2014,"Henderson",10899.5
"1886",2014,"Hidalgo",12196.71
"1887",2014,"Hill",8364.06
"1888",2014,"Hockley",9720.45
"1889",2014,"Hood",9292.84
"1890",2014,"Hopkins",10773.91
"1891",2014,"Houston",9369.95
"1892",2014,"Howard",9472.23
"1893",2014,"Hudspeth",7632.27
"1894",2014,"Hunt",11269.09
"1895",2014,"Hutchinson",10471.09
"1896",2014,"Irion",7659.12
"1897",2014,"Jack",9532.72
"1898",2014,"Jackson",10879.03
"1899",2014,"Jasper",10486.06
"1900",2014,"Jeff Davis",6087.61
"1901",2014,"Jefferson",11545.83
"1902",2014,"Jim Hogg",15977.99
"1903",2014,"Jim Wells",13852.67
"1904",2014,"Johnson",11478.73
"1905",2014,"Jones",9512.59
"1906",2014,"Karnes",10003.33
"1907",2014,"Kaufman",10620.22
"1908",2014,"Kendall",8457.77
"1909",2014,"Kenedy",17101.37
"1910",2014,"Kent",12573.46
"1911",2014,"Kerr",8265.62
"1912",2014,"Kimble",9723.09
"1913",2014,"King",6063.65
"1914",2014,"Kinney",7715.06
"1915",2014,"Kleberg",11371.45
"1916",2014,"Knox",10708.94
"1917",2014,"La Salle",11020.1
"1918",2014,"Lamar",10127.52
"1919",2014,"Lamb",9545.51
"1920",2014,"Lampasas",11365.95
"1921",2014,"Lavaca",10692.46
"1922",2014,"Lee",10290.01
"1923",2014,"Leon",9639.02
"1924",2014,"Liberty",12904.21
"1925",2014,"Limestone",10526.83
"1926",2014,"Lipscomb",7685.11
"1927",2014,"Live Oak",10875.58
"1928",2014,"Llano",8874.66
"1929",2014,"Loving",5787
"1930",2014,"Lubbock",10532.14
"1931",2014,"Lynn",10527.11
"1932",2014,"Madison",11203.85
"1933",2014,"Marion",11097.93
"1934",2014,"Martin",12019.76
"1935",2014,"Mason",6964.47
"1936",2014,"Matagorda",11848.42
"1937",2014,"Maverick",11783.93
"1938",2014,"McCulloch",9424.65
"1939",2014,"McLennan",8650.65
"1940",2014,"McMullen",9595.24
"1941",2014,"Medina",10102.75
"1942",2014,"Menard",9765.62
"1943",2014,"Midland",9096.77
"1944",2014,"Milam",11466.01
"1945",2014,"Mills",8253.82
"1946",2014,"Mitchell",11459.5
"1947",2014,"Montague",10288.85
"1948",2014,"Montgomery",11450.16
"1949",2014,"Moore",9222.33
"1950",2014,"Morris",10188.7
"1951",2014,"Motley",9283
"1952",2014,"Nacogdoches",10780.73
"1953",2014,"Navarro",10368.66
"1954",2014,"Newton",10765.93
"1955",2014,"Nolan",9851.55
"1956",2014,"Nueces",10830.16
"1957",2014,"Ochiltree",8328.11
"1958",2014,"Oldham",8617.54
"1959",2014,"Orange",10906.91
"1960",2014,"Palo Pinto",10619.8
"1961",2014,"Panola",10845.57
"1962",2014,"Parker",10335.68
"1963",2014,"Parmer",10515.83
"1964",2014,"Pecos",11472.76
"1965",2014,"Polk",8911.7
"1966",2014,"Potter",10342.87
"1967",2014,"Presidio",5786.56
"1968",2014,"Rains",10537.35
"1969",2014,"Randall",9073.54
"1970",2014,"Reagan",10014.11
"1971",2014,"Real",9669.01
"1972",2014,"Red River",11038.06
"1973",2014,"Reeves",9391.45
"1974",2014,"Refugio",11555.57
"1975",2014,"Roberts",5837.92
"1976",2014,"Robertson",10193.2
"1977",2014,"Rockwall",10173.07
"1978",2014,"Runnels",10317.91
"1979",2014,"Rusk",10898.2
"1980",2014,"Sabine",10462.44
"1981",2014,"San Augustine",10912.26
"1982",2014,"San Jacinto",12020.43
"1983",2014,"San Patricio",10647.81
"1984",2014,"San Saba",7688.69
"1985",2014,"Schleicher",10187.33
"1986",2014,"Scurry",10271.12
"1987",2014,"Shackelford",9134.55
"1988",2014,"Shelby",9880.05
"1989",2014,"Sherman",8754.58
"1990",2014,"Smith",10732.17
"1991",2014,"Somervell",10157.97
"1992",2014,"Starr",12545.91
"1993",2014,"Stephens",10893.44
"1994",2014,"Sterling",7564.21
"1995",2014,"Stonewall",12888.84
"1996",2014,"Sutton",7938.7
"1997",2014,"Swisher",11586.4
"1998",2014,"Tarrant",11754.49
"1999",2014,"Taylor",9573.43
"2000",2014,"Terrell",7160.93
"2001",2014,"Terry",12119.17
"2002",2014,"Throckmorton",12793
"2003",2014,"Titus",10139.45
"2004",2014,"Tom Green",8790.42
"2005",2014,"Travis",9972.63
"2006",2014,"Trinity",10548.94
"2007",2014,"Tyler",9541.39
"2008",2014,"Upshur",10133.28
"2009",2014,"Upton",9445.81
"2010",2014,"Uvalde",9458.04
"2011",2014,"Val Verde",8296.04
"2012",2014,"Van Zandt",9898.51
"2013",2014,"Victoria",10026.85
"2014",2014,"Walker",11220.68
"2015",2014,"Waller",11296.58
"2016",2014,"Ward",8778.7
"2017",2014,"Washington",8751.97
"2018",2014,"Webb",11419.06
"2019",2014,"Wharton",11657.14
"2020",2014,"Wheeler",13237.17
"2021",2014,"Wichita",11153.82
"2022",2014,"Wilbarger",10130.52
"2023",2014,"Willacy",12555.49
"2024",2014,"Williamson",9099.25
"2025",2014,"Wilson",9064.69
"2026",2014,"Winkler",9200.53
"2027",2014,"Wise",11490.11
"2028",2014,"Wood",9979.44
"2029",2014,"Yoakum",11097.25
"2030",2014,"Young",11593.64
"2031",2014,"Zapata",11250.12
"2032",2014,"Zavala",13359.85
"2033",2015,"Anderson",10726.04
"2034",2015,"Andrews",7976.69
"2035",2015,"Angelina",9991.08
"2036",2015,"Aransas",8586.31
"2037",2015,"Archer",10335.49
"2038",2015,"Armstrong",8342.1
"2039",2015,"Atascosa",10152.84
"2040",2015,"Austin",8654.54
"2041",2015,"Bailey",9607.69
"2042",2015,"Bandera",7953.53
"2043",2015,"Bastrop",9793.12
"2044",2015,"Baylor",11683.4
"2045",2015,"Bee",12526.05
"2046",2015,"Bell",9597.92
"2047",2015,"Bexar",10161
"2048",2015,"Blanco",7455.07
"2049",2015,"Borden",9307.92
"2050",2015,"Bosque",8589.31
"2051",2015,"Bowie",9520.25
"2052",2015,"Brazoria",11469.95
"2053",2015,"Brazos",9593.01
"2054",2015,"Brewster",6174.01
"2055",2015,"Briscoe",9234.64
"2056",2015,"Brooks",13290.82
"2057",2015,"Brown",9191
"2058",2015,"Burleson",9916.88
"2059",2015,"Burnet",9182.71
"2060",2015,"Caldwell",11353.3
"2061",2015,"Calhoun",11012.96
"2062",2015,"Callahan",9330.28
"2063",2015,"Cameron",11644.22
"2064",2015,"Camp",11271.91
"2065",2015,"Carson",10153.62
"2066",2015,"Cass",10299.77
"2067",2015,"Castro",11604.16
"2068",2015,"Chambers",11371.14
"2069",2015,"Cherokee",10796.59
"2070",2015,"Childress",9968.74
"2071",2015,"Clay",10634.55
"2072",2015,"Cochran",11911.84
"2073",2015,"Coke",7993.65
"2074",2015,"Coleman",9170.95
"2075",2015,"Collin",10307.75
"2076",2015,"Collingsworth",15363.43
"2077",2015,"Colorado",10798.88
"2078",2015,"Comal",8648.72
"2079",2015,"Comanche",8567.07
"2080",2015,"Concho",10477.72
"2081",2015,"Cooke",10573.13
"2082",2015,"Coryell",9103.28
"2083",2015,"Cottle",8741.7
"2084",2015,"Crane",12629.96
"2085",2015,"Crockett",7922.15
"2086",2015,"Crosby",11918.1
"2087",2015,"Culberson",13029.99
"2088",2015,"Dallam",11031.23
"2089",2015,"Dallas",12168.36
"2090",2015,"Dawson",9865.72
"2091",2015,"DeWitt",10510.67
"2092",2015,"Deaf Smith",9764.1
"2093",2015,"Delta",10871.79
"2094",2015,"Denton",10629.41
"2095",2015,"Dickens",9022.72
"2096",2015,"Dimmit",11693.74
"2097",2015,"Donley",9553.64
"2098",2015,"Duval",14475.94
"2099",2015,"Eastland",10453.86
"2100",2015,"Ector",9574.87
"2101",2015,"Edwards",8600.27
"2102",2015,"El Paso",10123.55
"2103",2015,"Ellis",10689.62
"2104",2015,"Erath",8802.24
"2105",2015,"Falls",10105.06
"2106",2015,"Fannin",11561.17
"2107",2015,"Fayette",8945.53
"2108",2015,"Fisher",10150.2
"2109",2015,"Floyd",10555.24
"2110",2015,"Foard",11217.46
"2111",2015,"Fort Bend",10896.35
"2112",2015,"Franklin",10289.23
"2113",2015,"Freestone",9629.92
"2114",2015,"Frio",11501.28
"2115",2015,"Gaines",9902.55
"2116",2015,"Galveston",13041.86
"2117",2015,"Garza",10998.23
"2118",2015,"Gillespie",7178.32
"2119",2015,"Glasscock",10026.58
"2120",2015,"Goliad",11460.66
"2121",2015,"Gonzales",9622.73
"2122",2015,"Gray",10326.38
"2123",2015,"Grayson",11541.47
"2124",2015,"Gregg",10591.29
"2125",2015,"Grimes",10770.19
"2126",2015,"Guadalupe",9207.66
"2127",2015,"Hale",10019.84
"2128",2015,"Hall",10945.45
"2129",2015,"Hamilton",8834.42
"2130",2015,"Hansford",10980.29
"2131",2015,"Hardeman",11037.74
"2132",2015,"Hardin",10556.62
"2133",2015,"Harris",12892.63
"2134",2015,"Harrison",10261.11
"2135",2015,"Hartley",9556.85
"2136",2015,"Haskell",10090.82
"2137",2015,"Hays",9429.91
"2138",2015,"Hemphill",7617.5
"2139",2015,"Henderson",10899.5
"2140",2015,"Hidalgo",12196.71
"2141",2015,"Hill",8364.06
"2142",2015,"Hockley",9720.45
"2143",2015,"Hood",9292.84
"2144",2015,"Hopkins",10773.91
"2145",2015,"Houston",9369.95
"2146",2015,"Howard",9472.23
"2147",2015,"Hudspeth",7632.27
"2148",2015,"Hunt",11269.09
"2149",2015,"Hutchinson",10471.09
"2150",2015,"Irion",7659.12
"2151",2015,"Jack",9532.72
"2152",2015,"Jackson",10879.03
"2153",2015,"Jasper",10486.06
"2154",2015,"Jeff Davis",6087.61
"2155",2015,"Jefferson",11545.83
"2156",2015,"Jim Hogg",15977.99
"2157",2015,"Jim Wells",13852.67
"2158",2015,"Johnson",11478.73
"2159",2015,"Jones",9512.59
"2160",2015,"Karnes",10003.33
"2161",2015,"Kaufman",10620.22
"2162",2015,"Kendall",8457.77
"2163",2015,"Kenedy",17101.37
"2164",2015,"Kent",12573.46
"2165",2015,"Kerr",8265.62
"2166",2015,"Kimble",9723.09
"2167",2015,"King",6063.65
"2168",2015,"Kinney",7715.06
"2169",2015,"Kleberg",11371.45
"2170",2015,"Knox",10708.94
"2171",2015,"La Salle",11020.1
"2172",2015,"Lamar",10127.52
"2173",2015,"Lamb",9545.51
"2174",2015,"Lampasas",11365.95
"2175",2015,"Lavaca",10692.46
"2176",2015,"Lee",10290.01
"2177",2015,"Leon",9639.02
"2178",2015,"Liberty",12904.21
"2179",2015,"Limestone",10526.83
"2180",2015,"Lipscomb",7685.11
"2181",2015,"Live Oak",10875.58
"2182",2015,"Llano",8874.66
"2183",2015,"Loving",5787
"2184",2015,"Lubbock",10532.14
"2185",2015,"Lynn",10527.11
"2186",2015,"Madison",11203.85
"2187",2015,"Marion",11097.93
"2188",2015,"Martin",12019.76
"2189",2015,"Mason",6964.47
"2190",2015,"Matagorda",11848.42
"2191",2015,"Maverick",11783.93
"2192",2015,"McCulloch",9424.65
"2193",2015,"McLennan",8650.65
"2194",2015,"McMullen",9595.24
"2195",2015,"Medina",10102.75
"2196",2015,"Menard",9765.62
"2197",2015,"Midland",9096.77
"2198",2015,"Milam",11466.01
"2199",2015,"Mills",8253.82
"2200",2015,"Mitchell",11459.5
"2201",2015,"Montague",10288.85
"2202",2015,"Montgomery",11450.16
"2203",2015,"Moore",9222.33
"2204",2015,"Morris",10188.7
"2205",2015,"Motley",9283
"2206",2015,"Nacogdoches",10780.73
"2207",2015,"Navarro",10368.66
"2208",2015,"Newton",10765.93
"2209",2015,"Nolan",9851.55
"2210",2015,"Nueces",10830.16
"2211",2015,"Ochiltree",8328.11
"2212",2015,"Oldham",8617.54
"2213",2015,"Orange",10906.91
"2214",2015,"Palo Pinto",10619.8
"2215",2015,"Panola",10845.57
"2216",2015,"Parker",10335.68
"2217",2015,"Parmer",10515.83
"2218",2015,"Pecos",11472.76
"2219",2015,"Polk",8911.7
"2220",2015,"Potter",10342.87
"2221",2015,"Presidio",5786.56
"2222",2015,"Rains",10537.35
"2223",2015,"Randall",9073.54
"2224",2015,"Reagan",10014.11
"2225",2015,"Real",9669.01
"2226",2015,"Red River",11038.06
"2227",2015,"Reeves",9391.45
"2228",2015,"Refugio",11555.57
"2229",2015,"Roberts",5837.92
"2230",2015,"Robertson",10193.2
"2231",2015,"Rockwall",10173.07
"2232",2015,"Runnels",10317.91
"2233",2015,"Rusk",10898.2
"2234",2015,"Sabine",10462.44
"2235",2015,"San Augustine",10912.26
"2236",2015,"San Jacinto",12020.43
"2237",2015,"San Patricio",10647.81
"2238",2015,"San Saba",7688.69
"2239",2015,"Schleicher",10187.33
"2240",2015,"Scurry",10271.12
"2241",2015,"Shackelford",9134.55
"2242",2015,"Shelby",9880.05
"2243",2015,"Sherman",8754.58
"2244",2015,"Smith",10732.17
"2245",2015,"Somervell",10157.97
"2246",2015,"Starr",12545.91
"2247",2015,"Stephens",10893.44
"2248",2015,"Sterling",7564.21
"2249",2015,"Stonewall",12888.84
"2250",2015,"Sutton",7938.7
"2251",2015,"Swisher",11586.4
"2252",2015,"Tarrant",11754.49
"2253",2015,"Taylor",9573.43
"2254",2015,"Terrell",7160.93
"2255",2015,"Terry",12119.17
"2256",2015,"Throckmorton",12793
"2257",2015,"Titus",10139.45
"2258",2015,"Tom Green",8790.42
"2259",2015,"Travis",9972.63
"2260",2015,"Trinity",10548.94
"2261",2015,"Tyler",9541.39
"2262",2015,"Upshur",10133.28
"2263",2015,"Upton",9445.81
"2264",2015,"Uvalde",9458.04
"2265",2015,"Val Verde",8296.04
"2266",2015,"Van Zandt",9898.51
"2267",2015,"Victoria",10026.85
"2268",2015,"Walker",11220.68
"2269",2015,"Waller",11296.58
"2270",2015,"Ward",8778.7
"2271",2015,"Washington",8751.97
"2272",2015,"Webb",11419.06
"2273",2015,"Wharton",11657.14
"2274",2015,"Wheeler",13237.17
"2275",2015,"Wichita",11153.82
"2276",2015,"Wilbarger",10130.52
"2277",2015,"Willacy",12555.49
"2278",2015,"Williamson",9099.25
"2279",2015,"Wilson",9064.69
"2280",2015,"Winkler",9200.53
"2281",2015,"Wise",11490.11
"2282",2015,"Wood",9979.44
"2283",2015,"Yoakum",11097.25
"2284",2015,"Young",11593.64
"2285",2015,"Zapata",11250.12
"2286",2015,"Zavala",13359.85
"2287",2016,"Anderson",11252.84
"2288",2016,"Andrews",8052.16
"2289",2016,"Angelina",10214.86
"2290",2016,"Aransas",8300.09
"2291",2016,"Archer",10390.34
"2292",2016,"Armstrong",10317.52
"2293",2016,"Atascosa",10342.43
"2294",2016,"Austin",9250.59
"2295",2016,"Bailey",10664.73
"2296",2016,"Bandera",8922.57
"2297",2016,"Bastrop",10180.83
"2298",2016,"Baylor",11488.43
"2299",2016,"Bee",12575.89
"2300",2016,"Bell",9942.15
"2301",2016,"Bexar",9977.62
"2302",2016,"Blanco",8197.66
"2303",2016,"Borden",7554.91
"2304",2016,"Bosque",8674.71
"2305",2016,"Bowie",9603.93
"2306",2016,"Brazoria",12123.74
"2307",2016,"Brazos",9885.7
"2308",2016,"Brewster",6680.15
"2309",2016,"Briscoe",10001.7
"2310",2016,"Brooks",14189.2
"2311",2016,"Brown",9404.81
"2312",2016,"Burleson",10970.43
"2313",2016,"Burnet",9650.83
"2314",2016,"Caldwell",11875.9
"2315",2016,"Calhoun",10588.31
"2316",2016,"Callahan",10101.75
"2317",2016,"Cameron",11502.44
"2318",2016,"Camp",11166.94
"2319",2016,"Carson",9249.82
"2320",2016,"Cass",10278.93
"2321",2016,"Castro",11327.73
"2322",2016,"Chambers",12121.91
"2323",2016,"Cherokee",10948.51
"2324",2016,"Childress",8371.63
"2325",2016,"Clay",10340.27
"2326",2016,"Cochran",12252.47
"2327",2016,"Coke",9377.74
"2328",2016,"Coleman",9380.66
"2329",2016,"Collin",10669.27
"2330",2016,"Collingsworth",15925.11
"2331",2016,"Colorado",11176.03
"2332",2016,"Comal",9068.41
"2333",2016,"Comanche",9432.31
"2334",2016,"Concho",10119.7
"2335",2016,"Cooke",10749.35
"2336",2016,"Coryell",9432.41
"2337",2016,"Cottle",8336.32
"2338",2016,"Crane",13723.33
"2339",2016,"Crockett",8477.69
"2340",2016,"Crosby",11827.31
"2341",2016,"Culberson",15371.93
"2342",2016,"Dallam",10380.48
"2343",2016,"Dallas",12111.39
"2344",2016,"Dawson",10359.15
"2345",2016,"DeWitt",10442.67
"2346",2016,"Deaf Smith",9000.15
"2347",2016,"Delta",9501.22
"2348",2016,"Denton",10863.72
"2349",2016,"Dickens",10451.83
"2350",2016,"Dimmit",13077.58
"2351",2016,"Donley",9384.31
"2352",2016,"Duval",13241.66
"2353",2016,"Eastland",10352.43
"2354",2016,"Ector",9883.99
"2355",2016,"Edwards",9084.13
"2356",2016,"El Paso",9613.44
"2357",2016,"Ellis",10861.25
"2358",2016,"Erath",9113.92
"2359",2016,"Falls",10469.77
"2360",2016,"Fannin",12319.98
"2361",2016,"Fayette",9644.98
"2362",2016,"Fisher",12091.03
"2363",2016,"Floyd",11872.26
"2364",2016,"Foard",11880.47
"2365",2016,"Fort Bend",11070.47
"2366",2016,"Franklin",10018.72
"2367",2016,"Freestone",10556.61
"2368",2016,"Frio",11144.61
"2369",2016,"Gaines",10980.28
"2370",2016,"Galveston",13165.79
"2371",2016,"Garza",10912.08
"2372",2016,"Gillespie",7400.66
"2373",2016,"Glasscock",11826.15
"2374",2016,"Goliad",11714.95
"2375",2016,"Gonzales",9653.29
"2376",2016,"Gray",10875.59
"2377",2016,"Grayson",11837.99
"2378",2016,"Gregg",10743.84
"2379",2016,"Grimes",10799.39
"2380",2016,"Guadalupe",9451.98
"2381",2016,"Hale",9801.17
"2382",2016,"Hall",8903.72
"2383",2016,"Hamilton",9546.41
"2384",2016,"Hansford",10269.22
"2385",2016,"Hardeman",12283.84
"2386",2016,"Hardin",10699.24
"2387",2016,"Harris",12673.66
"2388",2016,"Harrison",10343.34
"2389",2016,"Hartley",11086.6
"2390",2016,"Haskell",10581.36
